HE 800 A;790;300;15;28;30;;;;;;285.8;224;303400;7682;8699;32.58;138.8;12640;842.6;1312;6.65;106.1;596.9;18.29;
HE 800 B;800;300;17.5;33;30;;;;;;334.2;262;359100;8977;10230;32.78;161.8;14900;993.6;1553;6.68;118.6;946;21.84;
HE 800 M;814;303;21;40;30;;;;;;404.3;317;442600;10870;12490;33.09;194.3;18630;1230;1930;6.79;136.1;1646;27.78;
HE 800 x 373;826;308;25;46;30;;;;;;474.6;373;523900;12690;14700;33.23;230.3;22530;1463;2311;6.89;152.1;2554;34.07;
HE 800 x 444;842;313;30;54;30;;;;;;566;444;634500;15070;17640;33.48;276.5;27800;1776;2827;7.01;173.1;4180;42.84;
HE 900 AA;870;300;15;20;30;;;;;;252.2;198;301100;6923;7999;34.55;147.2;9041;602.8;957.7;5.99;90.15;334.9;16.26;
HE 900 A;890;300;16;30;30;;;;;;320.5;252;422100;9485;10810;36.29;163.3;13550;903.2;1414;6.5;111.1;736.8;24.96;
HE 900 B;900;300;18.5;35;30;;;;;;371.3;291;494100;10980;12580;36.48;188.8;15820;1054;1658;6.53;123.6;1137;29.46;
HE 900 M;910;302;21;40;30;;;;;;423.6;333;570400;12540;14440;36.7;214.4;18450;1222;1929;6.6;136.1;1671;34.75;
HE 900 x 391;922;307;25;46;30;;;;;;497.7;391;674300;14630;16990;36.81;254.3;22320;1454;2312;6.7;152.1;2597;42.56;
HE 900 x 466;938;312;30;54;30;;;;;;593.7;466;814900;17380;20380;37.05;305.3;27560;1767;2832;6.81;173.1;4256;53.4;
HE 1000 AA;970;300;16;21;30;;;;;;282.2;222;406500;8380;9777;37.95;172.2;9501;633.4;1016;5.8;93.15;403.4;21.28;
HE 1000 A;990;300;16.5;31;30;;;;;;346.8;272;553800;11190;12820;39.96;184.6;14000;933.6;1470;6.35;113.6;822.4;32.07;
HE 1000 B;1000;300;19;36;30;;;;;;400;314;644700;12890;14860;40.15;212.5;16280;1085;1716;6.38;126.1;1254;37.64;
HE 1000 M;1008;302;21;40;30;;;;;;444.2;349;722300;14330;16570;40.32;235;18460;1222;1940;6.45;136.1;1701;43.02;
HE 1000 x 393;1016;303;24.4;43.9;30;;;;;;500.2;393;807700;15900;18540;40.18;271.3;20500;1353;2168;6.4;147.3;2332;48.08;
